timestamp	commit	subject	files_changed	insertions	deletions	staged_paths
2026-07-03T18:03:36.683Z	2fa8905	Add actor delete diagnostics	5	377		backend/app/api/endpoints/media_library.py backend/tests/test_media_library_api.py frontend/src/views/ActorDetailView.vue frontend/src/i18n/zh.ts frontend/src/i18n/en.ts
2026-07-04T08:49:31.651Z	3bf46cc	Allow removing actor provider IDs	3	128		frontend/src/views/ActorDetailView.vue frontend/src/i18n/zh.ts frontend/src/i18n/en.ts
2026-07-04T17:01:06.216Z	f163f42	Add actor name sync by language	5	516		backend/app/api/endpoints/media_library.py backend/tests/test_media_library_api.py frontend/src/views/ActorManagementView.vue frontend/src/i18n/zh.ts frontend/src/i18n/en.ts
2026-07-04T17:10:18.394Z	fa8743b	Add actor name sync progress feedback	4	201	11	backend/app/api/endpoints/media_library.py frontend/src/views/ActorManagementView.vue frontend/src/i18n/zh.ts frontend/src/i18n/en.ts
2026-07-04T18:06:29.215Z	9c49a79	Use MDC-NG actor mapping source	7	99	96	backend/app/api/endpoints/media_library.py backend/app/api/endpoints/media_library_helpers.py backend/app/api/settings_response.py frontend/src/i18n/en.ts frontend/src/i18n/zh.ts frontend/src/views/ActorManagementView.vue frontend/src/views/settings/SystemSettings.vue
2026-07-04T18:22:29.378Z	2aa83bb	Derive MDC-NG actor mapping file from root path	4	21	12	backend/app/api/endpoints/media_library.py frontend/src/i18n/en.ts frontend/src/i18n/zh.ts frontend/src/views/settings/SystemSettings.vue
2026-07-04T18:31:11.524Z	52db4ab	Sync actor names from mapping language fields	2	128	18	backend/app/api/endpoints/media_library.py backend/tests/test_media_library_api.py
2026-07-05T15:29:31.500Z	7c44237	Import TMDB actor aliases and clean overview links	2	176	5	backend/app/api/endpoints/media_library.py backend/tests/test_media_library_api.py
2026-07-05T17:07:17.335Z	8ecd4a3	Add fallback image loading for recommendation cards	4	136	4	plugins/av-recommend/backend.py plugins/av-recommend/frontend/page.js plugins/subscription-core/backend.py plugins/subscription-core/frontend/page.js
2026-07-06T02:26:25.974Z	61ff7f0	Remove obsolete Whisper compatibility UI remnants	4	2	941	frontend/src/components/noor/SubtitlePanel.vue frontend/src/views/settings/WhisperSettings.vue frontend/src/i18n/zh.ts frontend/src/i18n/en.ts
2026-07-06T03:21:37.156Z	cfe11d8	Fix ChickenRice direct subtitle runtime checks	2	15	6	backend/app/pipeline/whisper/orchestrator.py backend/app/tasks/manager.py
2026-07-06T03:54:23.888Z	27f37c2	Remove legacy Whisper chains	34	107	4230	
2026-07-06T14:53:56.034Z	20f4ce8	Remove remaining Whisper legacy UI remnants	18	20	206	backend/app/api/settings.py backend/app/api/settings_response.py backend/app/api/settings_whisper.py backend/app/api/whisper.py backend/app/core/config.py backend/app/pipeline/whisper/__init__.py backend/app/pipeline/whisper/engine.py backend/app/pipeline/whisper/japanese_post.py backend/app/pipeline/whisper/strategy.py backend/app/pipeline/whisper/types.py backend/app/tasks/job_phases.py backend/app/tasks/manager.py frontend/src/api/types.ts frontend/src/components/noor/SubtitlePanel.vue frontend/src/composables/useWhisper.ts frontend/src/composables/useWhisperProfiles.ts frontend/src/i18n/en.ts frontend/src/i18n/zh.ts
2026-07-06T15:55:29.640Z	3651e5d	Remove Whisper audio preprocessing	28	55	803	backend/app backend/tests frontend/src
2026-07-06T16:00:09.419Z	a90811d	Preserve Whisper VAD settings	2	36		backend/app/pipeline/whisper/strategy.py backend/tests/test_whisper_strategy.py
2026-07-06T16:27:56.331Z	ca5b962	Clarify Whisper subtitle output log	1	1	4	backend/app/pipeline/whisper/orchestrator.py
2026-07-06T16:43:27.234Z	14a3cc3	Add experimental Whisper timing refiner	17	182		backend/app backend/tests frontend/src
2026-07-06T16:53:56.537Z	39bcfe8	Split long subtitles in timing refiner	3	115	4	backend/app/pipeline/whisper/orchestrator.py backend/app/pipeline/whisper/timing_refiner.py backend/tests/test_whisper_timing_refiner.py
2026-07-06T16:59:00.884Z	442c3af	Avoid duration-only subtitle splits	2	20	22	backend/app/pipeline/whisper/timing_refiner.py backend/tests/test_whisper_timing_refiner.py
2026-07-07T09:01:11.485Z	0184022	Add Whisper runtime tier selection	17	219	10	backend/app/api/settings.py backend/app/api/settings_response.py backend/app/api/settings_whisper.py backend/app/api/whisper.py backend/app/pipeline/whisper/engine.py backend/app/pipeline/whisper/orchestrator.py backend/app/pipeline/whisper/runtime_tier.py backend/app/pipeline/whisper/strategy.py backend/app/pipeline/whisper/types.py backend/app/tasks/manager.py backend/tests/test_whisper_strategy.py frontend/src/components/noor/SubtitlePanel.vue frontend/src/composables/useWhisper.ts frontend/src/composables/useWhisperProfiles.ts frontend/src/i18n/en.ts frontend/src/i18n/zh.ts frontend/src/views/settings/WhisperSettings.vue
2026-07-07T18:02:28.082Z	77c8bb2	Split FaceFusion into dedicated panel	5	1768	1171	frontend/src/api/types.ts frontend/src/components/noor/LadaPanel.vue frontend/src/components/noor/FaceFusionPanel.vue frontend/src/components/noor/MediaCard.vue frontend/src/views/Home.vue
2026-07-07T18:26:39.685Z	8aed307	Refine FaceFusion full width layout	1	562	136	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-07T18:36:04.552Z	b7954a9	Compact FaceFusion full width settings	1	77	180	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-07T18:40:32.285Z	448b968	Adjust FaceFusion full width preview	1	40	1	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-07T18:43:58.238Z	3e5fa97	Position FaceFusion preview in full width layout	1	70	39	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-07T18:54:27.608Z	ebfec98	Reflow FaceFusion full width controls	1	135	91	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-07T18:56:59.989Z	e48baf5	Move FaceFusion processors to left column	1	20	19	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-07T18:59:58.605Z	fe818f1	Stack FaceFusion full width columns independently	1	64	66	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-07T19:02:40.320Z	eb99304	Align FaceFusion full width as left column and right workspace	1	2	2	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-07T19:12:32.123Z	ab1f5b2	Constrain FaceFusion processors for JAV workflow	3	131	7	backend/app/pipeline/facefusion/runner.py frontend/src/api/types.ts frontend/src/components/noor/FaceFusionPanel.vue
2026-07-07T19:17:50.415Z	19fdf3c	Add FaceFusion deep model picker	2	364	5	backend/app/api/facefusion.py frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T08:47:42.999Z	c3e01e2	Add FaceFusion Deep model downloads	2	328	19	backend/app/api/facefusion.py frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T08:54:24.969Z	6eb12fe	Simplify FaceFusion Deep model dialog	1	8	28	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T09:56:10.423Z	c684faa	Trim FaceFusion Deep model picker	1	35	92	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T10:45:08.040Z	8ab68b2	Fix FaceFusion model picker scrolling	1	5		frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T15:49:30.315Z	e9c884b	Expand FaceFusion mask and detector options	1	154	4	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T16:10:17.915Z	39c918e	Add FaceFusion reference face gallery	3	449	33	backend/app/api/facefusion.py backend/app/pipeline/facefusion/reference_faces_worker.py frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T16:32:30.157Z	1a1263f	Refine FaceFusion wide panel layout	1	239	233	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T16:42:58.048Z	e6e4c18	Adjust FaceFusion source gallery controls	1	73	29	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T16:48:48.560Z	4d55d88	Fix FaceFusion source gallery item layout	1	13	2	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T16:55:47.136Z	cbca699	Stabilize FaceFusion wide panel sizing	1	10	4	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T17:00:01.570Z	d686a20	Let FaceFusion preview fill wide workspace	1	1	3	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T17:51:54.574Z	b2cb29b	Clean FaceFusion task runtime resources	2	254	145	backend/app/pipeline/facefusion/runner.py backend/tests/test_facefusion_runner.py
2026-07-08T19:21:04.250Z	43acc3a	Add NOOR runtime cleanup task	5	372	1	backend/app/api/plugins.py backend/app/main.py backend/app/api/runtime_cleanup.py backend/app/core/runtime_cleanup.py backend/tests/test_runtime_cleanup.py
2026-07-08T19:21:47.006Z	1a02e32	Add NOOR runtime cleanup task	5	379	1	backend/tests/test_runtime_cleanup.py
2026-07-08T21:05:50.474Z	f1e73d0	Stabilize FaceFusion wide lower layout	1	13	1	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-08T21:11:41.864Z	a50ad40	Stabilize FaceFusion wide lower layout	1	21	1	frontend/src/components/noor/FaceFusionPanel.vue
2026-07-09T13:01:09.418Z	a7d7d19	Allow file path selector to wrap long paths	1	13	1	frontend/src/components/noor/panels/FilePathSelector.vue
2026-07-10T08:59:39.803Z	b2aa1f6	Refine FaceFusion media badge behavior	9	142	9	backend/app/api/settings.py backend/app/api/settings_response.py backend/app/api/settings_updates.py backend/app/core/config.py frontend/src/components/noor/MediaCard.vue frontend/src/i18n/en.ts frontend/src/i18n/zh.ts frontend/src/views/Home.vue frontend/src/views/settings/FaceFusionSettings.vue
2026-07-10T09:20:40.905Z	4dd6c51	Aggregate FaceFusion variant badge state	4	9		backend/app/api/endpoints/media_library.py backend/app/api/endpoints/media_library_helpers.py frontend/src/api/types.ts frontend/src/components/noor/MediaCard.vue
2026-07-10T09:48:55.947Z	c3b736f	Separate uncensored media tagging from cracked titles	5	14	8	backend/app/api/endpoints/media_library.py backend/app/api/endpoints/media_library_helpers.py backend/app/api/endpoints/media_library_item_detail.py backend/app/core/models.py frontend/src/api/types.ts
2026-07-14T09:37:30.550Z	2decd18	Exclude ignored ghost actors from merge candidates	1	19	3	backend/app/api/endpoints/media_library.py
2026-07-31T18:45:44.920Z	bc3fc99	feat(facefusion): upgrade embedded runtime to 3.8.0	173	5954	1612	
2026-07-31T18:57:28.130Z	301d3d8	feat(facefusion): expose face tracker score	9	28		backend/app/core/config.py backend/app/api/settings.py backend/app/api/settings_updates.py backend/app/api/settings_response.py backend/app/api/facefusion.py backend/app/pipeline/facefusion/runner.py frontend/src/api/types.ts frontend/src/views/settings/FaceFusionSettings.vue frontend/src/components/noor/FaceFusionPanel.vue
2026-08-04T16:53:03.964Z	2225f1e	feat(javdb): add recent series directory	3	175	4	plugins/javdb/backend.py plugins/javdb/frontend/page.js plugins/javdb/frontend/style.css
